,Location,Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,QuyMo,ViDo,KinhDo,LoaiTin
9201,"
        Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",4000000000.0,85.0,3,2,Tây-Bắc,Đông-Nam,Full nội thất.,Tập đoàn Vingroup,Tổ hợp các căn hộ cao cấp,20.998958587646502,105.788032531738,Tin thường
9202,"
        Dự án Intracom Riverside, Xã Vĩnh Ngọc, Đông Anh, Hà Nội
    ",900000000.0,51.0,3,2,Tây,,,Công ty CP Đầu tư Xây dựng Hạ tầng và Giao Thông,3 block với tổng số 900 căn hộ,21.1250171661377,105.836883544922,Tin thường
9203,"
        Dự án Sunshine Green Iconic, Đường Nguyễn Lam, Phường Phúc Đồng, Long Biên, Hà Nội
    ",4000000000.0,109.0,3,2,Tây-Bắc,Đông-Nam,"- Hệ thống kính Low - E. - Sàn gạch Ceramic/ Porcelain: Atlas Concorde. - Khoá cửa 4 tính năng thẻ, chìa khoá cơ, mật mã, vân tay: Hafele/Dormakaba. - Tủ bếp: Casta. - Trang thiết bị bếp: Hafele/Frank",Công ty CP Tập đoàn Sunshine,,21.0407333374023,105.89656066894501,Tin thường
9204,"
        Dự án An Bình City, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội.
    ",2900000000.0,114.0,3,2,Tây-Bắc,Đông-Nam,- Đầy đủ nội thất,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"gồm: 08 tòa chung cư cao 35 tầng (A2, A3, A6, A7) và 28 tầng (A1, A4, A5, A8)",21.0495662689209,105.778594970703,Tin thường
9205,"
        Dự án Sunshine Green Iconic, Đường Nguyễn Lam, Phường Phúc Đồng, Long Biên, Hà Nội
    ",6600000000.0,188.0,4,3,Tây-Bắc,Đông-Nam,"Thiết bị bàn giao trong căn hộ: - Hệ thống kính Low - E. - Sàn gạch Ceramic/ Porcelain: Atlas Concorde. - Khoá cửa 4 tính năng thẻ, chìa khoá cơ, mật mã, vân tay: Hafele/Dormakaba. - Tủ bếp: Casta. - ",Công ty CP Tập đoàn Sunshine,,21.0407333374023,105.89656066894501,Tin thường
9206,"
        Dự án Sunshine Riverside, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",3300000000.0,89.0,3,2,Bắc,Nam,Đầy đủ nội thất.,Công ty CP Đầu tư Phú Thượng ,,21.081007003784197,105.81809234619101,Tin thường
9207,"
        Dự án D' EL Dorado, Đường Nguyễn Hoàng Tôn, Phường Xuân La, Tây Hồ, Hà Nội
    ",4200000000.0,76.0,2,2,Tây-Nam,Đông-Bắc,Full đồ NT.,Tân Hoàng Minh Group,Gồm 1 tòa nhà cap 27 tầng và 3 tầng hầm,21.06970977783203,105.81121063232422,Tin thường
9208,"
        Dự án Vimeco I - Phạm Hùng, Đường Phạm Hùng, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",2550000000.0,88.0,2,2,Tây-Nam,Bắc,Có nội thất cơ bản.,Công ty CP Vimeco,"141 căn hộ chung cư, 14 căn biệt thự",21.008733749389602,105.790229797363,Tin thường
9209,"
        Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội
    ",3950000000.0,102.0,3,2,Tây-Bắc,Đông-Nam,Đầy đủ.,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường
9210,"
        Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội
    ",3000000000.0,73.0,2,2,Đông-Bắc,Tây-Nam,"Full đồ NT Kohler, Hafele.",Công ty CP Tập đoàn Sunshine,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,Tin thường
9211,"
        Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",4100000000.0,84.8,3,2,Tây-Nam,Tây-Bắc,"Full nội thất - Nhà đã có đầy đủ nội thất cực đẹp, thiết kế tương xứng với căn hộ.",Tập đoàn Vingroup,Tổ hợp các căn hộ cao cấp,20.998958587646502,105.788032531738,Tin thường
9212,"
        Dự án Tây Hồ Residence, Phường Xuân La, Tây Hồ, Hà Nội
    ",3700000000.0,74.7,2,2,Nam,Bắc,"Full đồ NT Bosch, ToTo Nhật.",Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội ,Gồm 4 tòa tháp cao từ 15 - 27 tầng; khu thấp tầng là biệt thự cao cấp,21.0555438995361,105.805130004883,Tin thường
9213,"
        Dự án Ha Do Park View, Đường Duy Tân, Phường Dịch Vọng, Cầu Giấy, Hà Nội
    ",3300000000.0,92.0,2,2,,,,Tập đoàn Hà Đô,Một tòa chung cư cao 32 tầng và 2 tầng hầm,21.027410507202106,105.793510437012,Tin thường
9214,"
        Sky Park Residence, số 3, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",2771000000.0,63.3,2,2,,,,Tổng công ty Xây dựng Thanh Hóa - Công ty Cổ phần,Gồm 2 khối tháp căn hộ cao 27 và 37 tầng,21.0277194976807,105.78589630127001,Tin thường
9215,"
        Dự án Vườn Xuân - 71 Nguyễn Chí Thanh, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội
    ",3100000000.0,110.0,3,2,,,,Công ty CP Xây dựng Công nghiệp - DESCON,,21.024124145507802,105.811195373535,Tin thường
9216,"
        Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",5200000000.0,186.0,5,3,Tây-Nam,Đông-Bắc,- Full nội thất,HD Mon Holdings,891 căn hộ,21.029411315918,105.768753051758,Tin thường
9217,"
        Dự án Sun Grand City, 69 Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội
    ",3512000000.0,72.0,1,1,,Nam,,Tập đoàn Sun Group,"Gồm 2 tòa S1 (21 tầng nổi và 4 tầng hầm) và S2 ( 23 tầng nổi, 5 tầng hầm)",21.041172027587894,105.825096130371,Tin thường
9218,"
        Dự án Sun Grand City, 69 Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội
    ",2260000000.0,50.0,2,2,,,,Tập đoàn Sun Group,"Gồm 2 tòa S1 (21 tầng nổi và 4 tầng hầm) và S2 ( 23 tầng nổi, 5 tầng hầm)",21.041172027587894,105.825096130371,Tin thường
9219,"
        Dự án Tây Nam Đại học Thương Mại, Đường Lê Đức Thọ, Phường Mai Dịch, Cầu Giấy, Hà Nội
    ",1650000000.0,56.0,2,1,Tây-Bắc,,Nội thất cơ bản và đồ gắn tường đầy đủ. Thiết kế đẹp hiện đại đầy đủ ánh sáng tự nhiên.,,Gồm: 2 tầng hầm và 21 tầng,21.035680770874,105.771202087402,Tin thường
9220,"
        Dự án Sun Grand City, 69 Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội
    ",6055000000.0,135.0,3,3,,,,Tập đoàn Sun Group,"Gồm 2 tòa S1 (21 tầng nổi và 4 tầng hầm) và S2 ( 23 tầng nổi, 5 tầng hầm)",21.041172027587894,105.825096130371,Tin thường
9221,"
        Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội
    ",3600000000.0,145.0,3,2,,,,Công ty TNHH phát triển khu đô thị Nam Thăng Long,"Gồm: 50 toà nhà cao tầng, 2.500 căn nhà ở thấp tầng (biệt thự) và các tổ hợp văn phòng, trung tâm thương mại, trung tâm mua sắm và giải trí",21.072135925293,105.810997009277,Tin thường
9222,"
        Dự án Mễ Trì Thượng, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",2000000000.0,96.0,3,2,,,"Nội thất đầy đủ đồ cơ bản và gắn tường, các cửa phòng đều được thay thế bằng gỗ Lim, trần thạch cao, thiết bị vệ sinh cao cấp.",Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico,"Gồm khu nhà ở để bán, biệt thự, khu nhà vườn",21.0049057006836,105.777206420898,Tin thường
9223,"
        Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",2900000000.0,60.0,2,2,,,,Tân Hoàng Minh Group,Gồm 4 tòa căn hộ và 2 tòa văn phòng,21.0058059692383,105.79437255859399,Tin thường
9224,"
        Dự án 6th Element, Phường Xuân La, Tây Hồ, Hà Nội
    ",4900000000.0,109.0,3,2,Bắc,Nam,"Nội thất: Nội thất cơ bản CĐT bàn giao: Sàn gỗ, trần thạch cao, điều hòa, tủ giày, tủ quần áo, thiết bị Vệ sinh, bồn tắm,...",Công ty CP Xây dựng và Thương mại Bắc Hà,Gồm 2 tòa chung cư CT1 và CT2,21.053024291992198,105.798637390137,Tin thường
9225,"
        Dự án Văn Khê, Đường Văn Khê, Phường La Khê, Hà Đông, Hà Nội
    ",1150000000.0,68.0,2,1,,,Đầy đủ,Công ty CP Sông Đà Thăng Long,"Gồm 133 biệt thự, 760 liền kề, 6 chung cư cao tầng",20.9745693206787,105.76432800292999,Tin thường
9226,"
        Dự án Green Park Trần Thủ Độ, Đường Trần Thủ Độ, Hoàng Mai, Hà Nội
    ",1400000000.0,54.0,2,2,,,"Sàn gỗ, trần thạch cao, thiết bị vệ sinh, đèn chiếu sáng, sơn bả hoàn thiện.",Công ty TNHH MTV đầu tư Phương Đông,"03 tầng hầm, 4 block căn hộ cao từ 24 – 27 tầng",20.9605541229248,105.845962524414,Tin thường
9227,"
        Dự án Golden Field Mỹ Đình, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội
    ",5200000000.0,186.0,5,3,Tây-Bắc,Đông-Nam,- Đầy đủ nội thất,Công ty Cổ phần Địa ốc MB,Tòa nhà 30 tầng nổi và 3 tầng hầm,21.035104751586896,105.76554107666,Tin thường
9228,"
        Dự án Sunshine Crystal River, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",5200000000.0,90.0,3,2,,,,Công ty CP Tập đoàn Sunshine,5 tòa tháp biệt thự trên cao sky villas và 60 lô biệt thự,21.083890914917,105.80847930908199,Tin thường
9229,"
        Dự án The Zen Residence, Đường Pháp Vân, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",3280000000.0,106.45,3,2,Tây-Bắc,Đông-Nam,,Công ty TNHH Gamuda Land Việt Nam,Gồm 3 Block chung cư cao 35 tầng,20.965379714965803,105.850639343262,Tin thường
9230,"
        Phường Kiến Hưng, Hà Đông, Hà Nội
    ",1190000000.0,80.3,3,2,Đông-Nam,Tây-Bắc,"Ru bếp, thiết bị vệ sinh, thiết bị đèn điện, bình nóng lạnh...",,,20.9550707954785,105.789999759277,Tin thường
9231,"
        Dự án An Bình City, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",3900000000.0,114.0,3,2,,Nam,Full đồ.,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"gồm: 08 tòa chung cư cao 35 tầng (A2, A3, A6, A7) và 28 tầng (A1, A4, A5, A8)",21.0495662689209,105.778594970703,Tin thường
9232,"
        Dự án N01-T1 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội
    ",3800000000.0,95.0,3,2,Nam,Bắc,Đầy đủ nội thất.,Công ty CP Đầu tư Lạc Hồng,"Gồm 27 tầng nổi, 3 tầng hầm",21.065750122070305,105.79821014404301,Tin thường
9233,"
        Dự án N01-T4 Ngoại Giao Đoàn, Đường Nguyễn Văn Huyên, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội
    ",3700000000.0,87.0,2,2,Bắc,Nam,Đầy đủ nội thất,Công ty CP Đầu tư Bất động sản Phú Mỹ,"Gồm trung tâm thương mại, văn phòng cho thuê và khối căn hộ cao cấp",21.063035964965803,105.79541778564501,Tin thường
9234,"
        Dự án N01-T4 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội
    ",4700000000.0,101.5,3,2,Nam,Bắc,Đầy đủ nội thất.,Công ty CP Đầu tư Bất động sản Phú Mỹ,"Gồm trung tâm thương mại, văn phòng cho thuê và khối căn hộ cao cấp",21.063035964965803,105.79541778564501,Tin thường
9235,"
        Nhà ở cho CBCS Bộ Công an, 43, Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội
    ",3400000000.0,140.0,4,3,,,,,05 tòa nhà 25 - 30 tầng,21.047119140625,105.78136444091801,Tin thường
9236,"
        Dự án Trung Yên I, Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",2700000000.0,102.0,2,2,,,,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,"Chung cư cao 17 tầng, cung ứng 150 căn hộ",21.014348983764602,105.79640960693399,Tin thường
9237,"
        Sky Park Residence, số 3, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",5974000000.0,128.0,3,2,Tây-Bắc,Đông-Nam,"Cửa gỗ công nghiệp An Cường chống cháy 70 phút đã qua xử lý bề mặt. Khóa cửa chính ADEL. Cửa Sổ EuroWindow. Khung nhôm hệ Xingfa, kính hộp 2 lớp cách âm. Tủ bếp trên, tủ bếp dưới, mặt bàn bếp, bếp từ.",Tổng công ty Xây dựng Thanh Hóa - Công ty Cổ phần,Gồm 2 khối tháp căn hộ cao 27 và 37 tầng,21.0277194976807,105.78589630127001,Tin thường
9238,"
        Phường Lĩnh Nam, Hoàng Mai, Hà Nội
    ",1400000000.0,57.0,2,2,,,"- Nội thất: Sàn gỗ, trần thạch cao, thiết bị vệ sinh, đèn chiếu sáng, sơn bả hoàn thiện.",,,20.9815480799939,105.88768952077801,Tin thường
9239,"
        Dự án FLC Star Tower, Đường Quang Trung, Phường Phú La, Hà Đông, Hà Nội
    ",2000000000.0,84.0,2,2,Tây-Nam,Đông-Bắc,,Công ty Cổ phần Tập đoàn FLC,"gồm 37 tầng,  4 tầng hầm và 2 tầng trung tâm thương mại",20.9625549316406,105.76525115966801,Tin thường
9240,"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1780000000.0,80.0,2,2,Tây-Nam,Đông-Bắc,,,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường
9241,"
        Dự án Imperia Garden, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",2850000000.0,69.0,2,2,Tây-Bắc,Đông-Nam,Như ảnh.,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Gồm tòa chung cư cao 35 tầng và biệt thự song lập,20.9972763061523,105.80298614502001,Tin thường
9243,"
        Dự án Goldmark City, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",2200000000.0,83.4,2,2,Đông-Bắc,Tây-Nam,,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường
9244,"
        Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội
    ",3800000000.0,98.0,3,2,,,,Công ty CP Tập đoàn Sunshine,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,Tin thường
9245,"
        Dự án Goldmark City, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",3800000000.0,160.0,4,3,Nam,Đông-Bắc,,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường
9246,"
        Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",3800000000.0,70.4,2,2,,,"Có thương lượng, gồm nội thất cơ bản của chủ đầu tư: Sàn gỗ, trần thạch cao, tủ bếp, bếp từ, hút mùi, tủ âm tường, nhà đã sẵn rèm cửa, giàn phơi.",Tập đoàn Vingroup,,21.0190830230713,105.78173065185499,Tin thường
9247,"
        Dự án Imperia Garden, 203 Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",4000000000.0,97.1,3,2,Tây-Bắc,Đông-Nam,Full nội thất.,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI,Gồm tòa chung cư cao 35 tầng và biệt thự song lập,20.9972763061523,105.80298614502001,Tin thường
9248,"
        Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.
    ",7300000000.0,120.0,3,2,,Đông-Bắc,,Tập đoàn Vingroup,,21.0190830230713,105.78173065185499,Tin thường
9249,"
        Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội
    ",2000000000.0,67.0,2,2,Tây-Bắc,Đông-Nam,,Công ty TNHH Bất động sản và Xây dựng Việt Hưng,Gồm 4 tòa nhà cao 35 tầng cao và 1 tầng hầm,20.9842433929443,105.808448791504,Tin thường
9250,"
        Đường Giải Phóng, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1300000000.0,60.0,2,2,,,,,,20.9690121,105.8415869,Tin thường
9251,"
        Dự án Nhà ở cho CBCS Bộ Công an, 43 Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",3500000000.0,121.0,3,2,Đông-Nam,Tây-Bắc,Full nội thất cao cấp liền tường.,,05 tòa nhà 25 - 30 tầng,21.047119140625,105.78136444091801,Tin thường
9252,"
        Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội
    ",4700000000.0,125.0,2,2,Tây,Đông,Full NT.,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường
9253,"
        Dự án Khu Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội
    ",2150000000.0,80.0,2,2,Nam,Bắc,,Tổng công ty Xây dựng Hà Nội,Gồm 23 tòa có chiều cao từ 21 đến 45 tầng,21.0658397674561,105.798149108887,Tin thường
9254,"
        Dự án Ha Do Park View, Đường Duy Tân, Phường Dịch Vọng, Cầu Giấy, Hà Nội
    ",3200000000.0,98.0,2,2,Tây-Bắc,Đông-Nam,"Bàn giao cơ bản: điều hòa, tủ bếp trên dưới, bếp từ....",Tập đoàn Hà Đô,Một tòa chung cư cao 32 tầng và 2 tầng hầm,21.027410507202106,105.793510437012,Tin thường
9255,"
        Dự án Sài Đồng, Phường Phúc Đồng, Long Biên, Hà Nội
    ",2120000000.0,75.87,2,2,Đông-Nam,Tây-Nam,"Bàn giao nội thất cơ bản Bàn giao nội thất cơ bản: Sàn gỗ nhập khẩu Malaysia, trần thạch cao giật cấp, thiết bị vệ sinh Toto, thiết bị chiếu sáng, nóng lạnh Picenza, chuông hình Panasonic, khóa của 4 ",Công ty CP Xây dựng số 3 - VINACONEX3,Gồm khu nhà ở thấp tầng và chung cư,21.0374660491943,105.907508850098,Tin thường
9256,"
        Dự án N03-T1 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội
    ",2900000000.0,94.1,3,2,,,,Công ty CP Thi công cơ giới xây lắp,2 tầng hầm và 25 tầng nổi,21.0657653808594,105.798080444336,Tin thường
9257,"
        Dự án Mipec City View, Phường Kiến Hưng, Hà Đông, Hà Nội
    ",1220000000.0,54.0,2,1,Tây-Nam,Đông-Bắc,,Công ty CP Hóa Dầu Quân Đội,7 block cao 25 tầng và 47 lô liền kề,20.9525299072266,105.790313720703,Tin thường
9258,"
        Dự án 6th Element, Phường Xuân La, Tây Hồ, Hà Nội
    ",2400000000.0,59.9,2,2,Nam,Bắc,,Công ty CP Xây dựng và Thương mại Bắc Hà,Gồm 2 tòa chung cư CT1 và CT2,21.053024291992198,105.798637390137,Tin thường
9259,"
        Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.
    ",4500000000.0,85.0,3,2,Tây-Bắc,Đông-Nam,"Full NT. Nhà sử dụng để ở nên làm nội thất rất cẩn thận. Đã có sổ đỏ, không thế chấp ngân hàng.",Tập đoàn Vingroup,Tổ hợp các căn hộ cao cấp,20.998958587646502,105.788032531738,Tin thường
