TITLE,Dia Chi,Loai Thong Tin,So Phong Ngu,So Toilet,Huong Nha,Ban Cong,Muc Gia,Dien Tich,Ngay Dang,Anh chup
" Thiện chí bán nhanh căn hộ thông minh 79m2 tại P12 Park Hill Premium, giá 3.4 tỷ - full đồ",,,,,,,3.4 tỷ,79 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002101409-9734_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002101409-fa90_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002101410-721d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002101410-56cf_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002101410-3058_wm.jpg']"
" Thỏa sức lựa chọn căn đẹp tầng đẹp, nội thất cao cấp chìa khóa trao tay CC Sun Grand City Lương Yên",,,,,,,4.5 tỷ,102.2 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/05/27/20200527100011-df52_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/27/20200527100011-979c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/27/20200527101238-9c89_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/27/20200527101238-461a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/27/20200527101259-7c83_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/27/20200527101437-8daa_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/27/20200527101441-734f_wm.jpg']"
" Thỏa sức lựa chọn căn đẹp tầng đẹp, nội thất cao cấp chìa khóa trao tay CC Sun Grand City Lương Yên",,,,,,,4.5 tỷ,102.2 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/06/24/20200624110113-e66a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/24/20200624110114-9366_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/24/20200624110112-2b37_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/24/20200624110114-d1ee_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/24/20200624110113-24ad_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/24/20200624110112-2301_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/24/20200624110112-a8ca_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/24/20200624110114-b8a1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/24/20200624110142-44d2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/24/20200624110153-fdb7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/24/20200624110238-f954_wm.jpg']"
" Thỏa sức lựa chọn căn đẹp tầng đẹp, nội thất cao cấp chìa khóa trao tay CC Sun Grand City Lương Yên",,,,,,,4.5 tỷ,102.2 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/05/28/20200528154030-45f5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/28/20200528154030-b205_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/28/20200528154031-68c6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/28/20200528154032-6e5d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/28/20200528154032-634c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/28/20200528154044-37f3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/28/20200528154159-c230_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/28/20200528154219-aef6_wm.jpg']"
" Thỏa sức lựa chọn căn đẹp tầng đẹp, nội thất cao cấp chìa khóa trao tay chung cư Sunshine Garden",,,,,,,30 triệu/m²,106 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/04/17/20200417134328-1d0f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/04/17/20200417134328-3fad_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/04/17/20200417134328-ed52_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/04/17/20200417134328-524b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/04/17/20200417134328-dd82_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/04/17/20200417134329-edd1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/04/17/20200417134340-29e1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/22/20200522141749-d8e9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/22/20200522141750-269a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/22/20200522141751-ed6f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/22/20200522141751-e371_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/22/20200522141752-ab80_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/22/20200522141752-f4d5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/22/20200522141815-b48c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/22/20200522141815-1ded_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/22/20200522141816-80d2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/22/20200522141817-542a_wm.jpg']"
" Times City - cần bán căn góc ĐN, 3 PN, T06",,,,,,,5 tỷ,110 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926110427-e798_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926110430-5ee1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926110437-71ff_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926110442-eda9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926110445-056f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926110451-c21f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926110459-d0f4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926110514-29f9_wm.jpg']"
" Times City - Căn góc 3PN view nhạc nước lung linh, giá sốc 4.15 tỷ bao phí. LH: 0979011612",,,,,,,4.15 tỷ,103 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/07/20200807161320-3d7d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/07/20200807161320-6e2e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/07/20200807161320-2737_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/07/20200807161320-9167_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/07/20200807161320-110b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/07/20200807161320-d0a6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/07/20200807161320-288a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/07/20200807161320-d131_wm.jpg']"
" Times City, 3PN rộng nhất, 118m2, tòa T03, giá 3.9 tỷ bao phí. LH ngay: 0979011612","Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Nam,3.9 tỷ,118 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/24/20200924112742-0bf9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/24/20200924112742-14d4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/24/20200924112742-0a9d_wm.jpg']"
" Times City, 3PN rộng nhất, 118m2, tòa T03, giá 3.9 tỷ bao phí. LH ngay: 0979011612",,,,,,,3.9 tỷ,118 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001153014-b266_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001153014-9fb3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001153014-862a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001153014-d372_wm.jpg']"
" Times City, căn 2PN sáng, giá rẻ nhất thị trường 2.85 tỷ bao phí.LH: 0979011612",,,,,,,2.85 tỷ,82 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090339-8b6b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090339-7a1e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090339-f3a5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090340-541c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090340-723d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090340-fa02_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/04/20200904090340-1b4d_wm.jpg']"
" Times City, căn góc 3PN view nhạc nước lung linh, giá sốc 4.15 tỷ bao phí. LH: 0979011612",,,,,,,4.15 tỷ,104 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/10/20200810152011-9501_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/10/20200810152011-acf3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/10/20200810152012-23ed_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/10/20200810152012-450c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/10/20200810152012-2949_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/10/20200810152012-c6c5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/10/20200810152012-1461_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/10/20200810152012-ef27_wm.jpg']"
 Tòa vip Times City T10 - Diện tích 190m2 - Nội thất 2 tỷ - Cần bán - Giá thương lượng,,,,,,,8.3 tỷ,190 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2018/04/07/20180407090842-426f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/04/07/20180407090842-55f0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/04/07/20180407090842-2e4d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/04/07/20180407090842-065f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/04/07/20180407090842-0a1b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/04/07/20180407090842-bce7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/04/07/20180407090842-54f5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/04/07/20180407090842-948b_wm.jpg']"
 Tôi bán gấp căn hộ 3PN tầng 18 có view sông trực diện tại Sun Ancora - LH: 0982801765,,,,,,,6.6 tỷ,118 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/28/20200828014536-be00_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/28/20200828014710-dfd4_wm.jpg']"
 Tôi cần bán căn 2 ngủ tầng 12 view thành phố (đã có sổ) giá 2.88 tỷ bao phí sang tên,,,,,,,2.88 tỷ,80 m²,04/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004100314-ab40_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004100314-809b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004100314-fa95_wm.jpg']"
" Tôi cần bán căn hộ chung cư Park 2, 458 Minh Khai, 87m2, 2 phòng ngủ, nội thất đẹp, 3.2 tỷ","Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,,35 triệu/m²,87 m²,04/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/02/28/20200228210330-85a6_wm.jpg']
" Tôi cần bán cắt lỗ căn 3 PN Sunshine Garden, ban công hướng Đông, tầng 19 liên hệ tôi: 0919496696",,,,,,,Thỏa thuận,103 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928110257-2e6c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/20200928110259-4899_wm.jpg']"
" Tôi cần bán chung cư 536 A Minh Khai, Cửu Long Vinahud, 74m2, 95m2",,,,,,,2.1 tỷ,74 m²,01/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/06/10/20200610140104-6874_wm.jpg']
" Tôi cần bán chung cư 536A Minh Khai, căn 56m2, 74m2, 2PN, SĐCC","Dự án Chung cư 536A Minh Khai, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,Đông-Nam,28 triệu/m²,74 m²,08/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930100102-ca83_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930100102-e36a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930100102-1f17_wm.jpg']"
" Tôi cần bán chung cư 536A Minh Khai, có sổ đỏ rồi, nhận nhà ngay. LH 0963 110 909","Dự án Chung cư 536A Minh Khai, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,,1.65 tỷ,50 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/06/11/20200611084908-9981_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/11/20200611084908-17c4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/11/20200611084908-4fef_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/11/20200611084908-ce8d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/11/20200611084908-1cdb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/11/20200611084908-3861_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/11/20200611084908-c9e2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/11/20200611084908-d0e8_wm.jpg']"
" Tôi cần bán gấp 3 ngủ 108m2 giá 3,3 tỷ chung cư Sunshine Garden, liền kề Parkhill Times City",,,,,,,3.3 tỷ,108 m²,01/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001134423-e502_wm.jpg']
" Tôi cần bán gấp căn hộ 3 ngủ 105m2 toà B Imperia Sky Garden 423 Minh Khai, đối diện Times City",,,,,,,3.8 tỷ,105 m²,25/09/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925104700-f4b1_wm.jpg']
 Tôi cần bán gấp cắt lỗ căn 2 phòng ngủ tòa Vip Sky A Imperia Sky Garden (giá rất thấp),,,,,,,2.8 tỷ,82 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/07/29/20200729110040-da6e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/29/20200729110040-c760_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/29/20200729110040-303b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/29/20200729110041-1852_wm.jpg']"
 Tôi chính chủ cần bán căn hộ 2 phòng ngủ full nội thất liền tường view nội khu - đã có sổ hồng,"Dự án Imperia Sky Garden, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,Tây-Nam,2.8 tỷ,82 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930111045-1430_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930111043-b451_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930111044-9da6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930111045-fc0f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930111046-defa_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930111046-e8c8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930111047-9d1d_wm.jpg']"
 Tôi chính chủ cần bán căn hộ 2 phòng ngủ full nội thất liền tường view nội khu - đã có sổ Hồng,,,,,,,2.8 tỷ,82 m²,04/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822101838-aa4a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822101838-3b5c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822101838-8c84_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822101838-5eaa_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822101838-0c7c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822101838-33fc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822101838-e7c6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822101838-c9bf_wm.jpg']"
 Tôi chính chủ cần bán gấp cắt lỗ căn 2 phòng ngủ tòa vip Sky A Imperia Sky Garden (giá rất thấp),"Dự án Imperia Sky Garden, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,Đông-Bắc,2.8 tỷ,82 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/25/20200825093620-7049_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/25/20200825093649-9500_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/25/20200825093644-c83d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/25/20200825093640-c8dd_wm.jpg']"
" Tôi có căn hộ 2PN tại Sun Grand City Lương Yên cần bán gấp, 80m2, View Sông, giá 4.35 tỷ",,,,,,,4.35 tỷ,80 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917235133-0335_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917235133-54bb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917235133-842a_wm.jpg']"
" Tôi có căn hộ 536A Minh Khai, Hai Bà Trưng, Hà Nội, cần bán, SĐCC","Dự án Chung cư 536A Minh Khai, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,,1.75 tỷ,56 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/02/20/20200220091808-1787_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/02/20/20200220091844-c51b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/02/20/20200220091844-f69e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/02/20/20200220091844-0d47_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/02/20/20200220091844-d51f_wm.jpg']"
" Tôi có căn hộ CC 536A Minh Khai, Hai Bà Trưng, Hà Nội, cần chuyển nhượng lại",,,,,,,1.65 tỷ,50 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822091128-67bc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822091317-e0bc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822091317-3b9e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822091317-782b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822091317-0ccf_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822091317-d596_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/22/20200822091318-d41e_wm.jpg']"
" Tôi muốn bán căn hộ 1 phòng ngủ tại Times City, giá rẻ nhất thị trường 1.9 tỷ bao phí",,,,,,,1.9 tỷ,53 m²,04/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926090710-94a7_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926090711-093b_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926090713-76b8_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926090715-a441_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926090716-4c9d_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926090718-5987_wm.jpeg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926090719-f724_wm.jpeg']"
" Tôi muốn bán căn hộ 161m2, tầng cao view Vườn Hoa tại toà Vincom Bà Triệu. Liên hệ: 0906288866",,,,,,,13.5 tỷ,161 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525135225-d5a2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525135225-2775_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525135225-41d4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525135224-0dfe_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525135224-227f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525135225-6105_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525135225-462e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/05/25/20200525135224-1f7c_wm.jpg']"
 TỔNG HỢP CÁC CĂN CẦN CHUYỂN NHƯỢNG DỰ ÁN IMPERIA SKY GARDEN. LH 0962432084,"Dự án Imperia Sky Garden, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,,,,,Thỏa thuận,,08/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2019/12/09/kcYpEMND/20191209120317-132a.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/12/09/kcYpEMND/20191209120317-2d3f.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2019/12/09/kcYpEMND/20191209120317-6a69.jpg']"
" Tổng hợp căn chuyển nhượng tòa Asahi và Sachi dự án Hinode City, rẻ hơn CĐT 1 tỷ. LH: 09.3434.6898",,,,,,,3.4 tỷ,76.53 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817110836-e492_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817110836-3e5b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817110836-5779_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817110836-aeb4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817110836-aa84_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817110836-34de_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/17/20200817110836-8307_wm.jpg']"
